id,event_id,investor_id,founder_id,shares,amount,type,price_per_share,created_at,note
624d6977-2643-4088-8b0d-d6e41b88fb7f,4df0c0f1-307f-42fb-b319-a99de3b26aeb,fff25b45-b6a0-452a-832e-0d45a926e7a8,3bba5ae3-4330-42c0-94f7-b23fd3a08e7f,11000,0.000010738356335693311,buy,9.762152733476036e-10,2025-10-20T20:24:47.009319+00:00,
f99d9120-55fc-4406-a7e2-a317bcba5fba,4df0c0f1-307f-42fb-b319-a99de3b26aeb,fff25b45-b6a0-452a-832e-0d45a926e7a8,3bba5ae3-4330-42c0-94f7-b23fd3a08e7f,11000,0.00001073837967702218,buy,9.762173953300451e-10,2025-10-20T20:25:09.582611+00:00,
f7fca80b-7df4-4390-a1cb-ec7b78fd82bc,4df0c0f1-307f-42fb-b319-a99de3b26aeb,fff25b45-b6a0-452a-832e-0d45a926e7a8,6e4cf640-77a6-433a-8e07-c3e959dfdc27,10000,-634920.6349206353,sell,49.38271604938271,2025-10-20T20:27:37.690487+00:00,
dc40e8f8-7911-4f08-80a7-9498439c8178,4df0c0f1-307f-42fb-b319-a99de3b26aeb,f8078a74-2550-40c1-b076-59f7865bf710,6e4cf640-77a6-433a-8e07-c3e959dfdc27,1000,84033.61344537791,buy,86.50519031141869,2025-10-20T20:28:08.44602+00:00,
7597ec42-9156-4ba0-a7a4-cf5cb38106c5,4df0c0f1-307f-42fb-b319-a99de3b26aeb,fff25b45-b6a0-452a-832e-0d45a926e7a8,6e4cf640-77a6-433a-8e07-c3e959dfdc27,1000,89126.55971479509,buy,91.82736455463728,2025-10-20T20:28:24.235037+00:00,
ab05c815-23f7-4adf-9e27-34d919a02aab,4df0c0f1-307f-42fb-b319-a99de3b26aeb,fff25b45-b6a0-452a-832e-0d45a926e7a8,6e4cf640-77a6-433a-8e07-c3e959dfdc27,1000,94696.96969696973,buy,97.65625,2025-10-20T20:28:28.677263+00:00,
b94c9607-0c9e-4da4-b12d-360d49c2134b,4df0c0f1-307f-42fb-b319-a99de3b26aeb,fff25b45-b6a0-452a-832e-0d45a926e7a8,6e4cf640-77a6-433a-8e07-c3e959dfdc27,1000,123152.7093596058,buy,100,2025-10-20T20:28:31.685519+00:00,
2cf1c00b-9829-4be4-8010-167d7c3dac05,4df0c0f1-307f-42fb-b319-a99de3b26aeb,fff25b45-b6a0-452a-832e-0d45a926e7a8,6e4cf640-77a6-433a-8e07-c3e959dfdc27,1000,142450.1424501422,buy,100,2025-10-20T20:28:40.226433+00:00,
e2036a9f-1f27-491c-b16c-cb5d3319c8e4,4df0c0f1-307f-42fb-b319-a99de3b26aeb,fff25b45-b6a0-452a-832e-0d45a926e7a8,6e4cf640-77a6-433a-8e07-c3e959dfdc27,1000,197628.45849802438,buy,100,2025-10-20T20:28:45.969018+00:00,
0614236f-7ecc-46b7-8929-a2e4f65b91a5,4df0c0f1-307f-42fb-b319-a99de3b26aeb,fff25b45-b6a0-452a-832e-0d45a926e7a8,6e4cf640-77a6-433a-8e07-c3e959dfdc27,1000,216450.21645021625,buy,100,2025-10-20T20:29:04.143595+00:00,
cd7ee165-741c-4d4e-b443-f972c4465206,4df0c0f1-307f-42fb-b319-a99de3b26aeb,fff25b45-b6a0-452a-832e-0d45a926e7a8,6e4cf640-77a6-433a-8e07-c3e959dfdc27,1000,238095.23809523787,buy,100,2025-10-20T20:29:13.631624+00:00,
96a3b168-b75d-416c-8901-6797e2c8bbb6,4df0c0f1-307f-42fb-b319-a99de3b26aeb,fff25b45-b6a0-452a-832e-0d45a926e7a8,f09ca6d0-413c-4f42-b5d1-b6c4c0b53a07,9999,-138873.26408419898,sell,12.345679012345677,2025-10-20T20:29:42.173838+00:00,
df0a5355-d816-406b-a964-1493326ae7b0,4df0c0f1-307f-42fb-b319-a99de3b26aeb,fff25b45-b6a0-452a-832e-0d45a926e7a8,6e4cf640-77a6-433a-8e07-c3e959dfdc27,9000,192636.98630136997,buy,24.4140625,2025-10-20T20:30:51.453729+00:00,
98463dc3-b6b3-4037-b2e3-4914bac62c3c,4df0c0f1-307f-42fb-b319-a99de3b26aeb,4ab5b51b-a180-4494-8247-8fcd0ae91cc3,6e4cf640-77a6-433a-8e07-c3e959dfdc27,19999,710175.6210086136,buy,51.65054478326887,2025-10-20T20:31:13.753961+00:00,
b410f15c-a8c6-4502-8236-4f66ed002f43,4df0c0f1-307f-42fb-b319-a99de3b26aeb,4ab5b51b-a180-4494-8247-8fcd0ae91cc3,257dd282-8c1b-4edc-899e-d36217f76e60,10837,206863.74556809175,buy,22.168679594708006,2025-10-20T20:31:34.563389+00:00,
